Category,Root,Word Form 1,Word Form 2,Word Form 3,Word Form 4
Noun_m,लड़िका,लड़िका,लड़िकन,लड़िका,लड़िकन
Noun_m,राजा,राजा,राजा,राजा,राजन
Noun_m,घर,घर,घर,घर,घरन
Noun_m,खर्च,खर्च,खर्च,खर्च,खर्चन
Noun_m,कवि,कवि,कवि,कवि,कविन
Noun_m,आदमी,आदमी,आदमी,आदमी,आदमिन
Noun_m,सत्रु,सत्रु,सत्रु,सत्रु,सत्रुन
Noun_m,आलू,आलू,आलू,आलू,आलुन
Noun_m,कुवाँ,कुवाँ/कुआँ/कुवां/कुआं,कुवाँ/कुआँ/कुवां/कुआं,कुवाँ/कुआँ/कुवां/कुआं,कुवँन/कुवंन/कुअँन/कुअंन
Noun_m,गेहूँ,गेहूँ/गेहूं,गेहूँ/गेहूं,गेहूँ/गेहूं,गेहुँन/गेहुंन
Noun_m,क्रोध,क्रोध,क्रोध,क्रोध,क्रोध
Noun_m,लकठो,लकठो,लकठन/लकठोन,लकठो,लकठन/लकठोन
Noun_m,सरसों,सरसों/सरसोँ,सरसोंन/सरसोँन/सरसंन/सरसँन,सरसों/सरसोँ,सरसोंन/सरसोँन/सरसंन/सरसँन
Noun_m,गोसाईं,गोसाईं/गोसाईँ,गोसाईं/गोसाईँ,गोसाईं/गोसाईँ,गोसाईंअन/गोसाईँअन
Noun_m,सोनरा,सोनरा,सोनरा,सोनरा,सोनरन
Noun_m_e,लड़िका,लड़िके/लड़िकइ/लड़िकै,लड़िकने/लड़िकनइ/लड़िकनै,लड़िके/लड़िकइ/लड़िकै,लड़िकने/लड़िकनइ/लड़िकनै
Noun_m_e,राजा,राजे/राजइ/राजै,राजे/राजइ/राजै,राजे/राजइ/राजै,राजनइ/राजने/राजनै
Noun_m_e,घर,घरे/घरइ/घरै,घरे/घरइ/घरै,घरे/घरइ/घरै,घरनइ/घरने/घरनै
Noun_m_e,खर्च,खर्चे/खर्चइ/खर्चै,खर्चे/खर्चइ/खर्चै,खर्चे/खर्चइ/खर्चै,खर्चनइ/खर्चने/खर्चनै
Noun_m_e,कवि,कविए/कविअइ/कविऐ,कविए/कविअइ/कविऐ,कविए/कविअइ/कविऐ,कविने/कविनइ/कविनै
Noun_m_e,आदमी,आदमिए/आदमिअइ/आदमिऐ,आदमिए/आदमिअइ/आदमिऐ,आदमिए/आदमिअइ/आदमिऐ,आदमिनइ/आदमिने/आदमिनै
Noun_m_e,सत्रु,सत्रुए/सत्रुअइ/सत्रुऐ,सत्रुए/सत्रुअइ/सत्रुऐ,सत्रुए/सत्रुअइ/सत्रुऐ,सत्रुने/सत्रुनइ/सत्रुनै
Noun_m_e,आलू,आलुए/आलुअइ/आलुऐ,आलुए/आलुअइ/आलुऐ,आलुए/आलुअइ/आलुऐ,आलुनइ/आलुने/आलुनै
Noun_m_e,कुवाँ,कुवें/कुवैं/कुवइं/कुएं/कुवैं/कुवइं/कुवेँ/कुवैँ/कुवँइ/कुएँ/कुऐ़/कुअइँ,कुवें/कुवैं/कुवइं/कुएं/कुवैं/कुवइं/कुवेँ/कुवैँ/कुवँइ/कुएँ/कुऐ़/कुअइँ,कुवें/कुवैं/कुवइं/कुएं/कुवैं/कुवइं/कुवेँ/कुवैँ/कुवँइ/कुएँ/कुऐ़/कुअइँ,कुवँनइ/कुवंनइ/कुंवने/कुंवनै/कुँवने/कुँवनै/कुअँने/कुअंने/कुअँनइ/कुअंनइ/कुअँनै/कुअंनै
Noun_m_e,गेहूँ,गेहूँए/गेहूंए/गेहूँऐ/गेहूंऐ/गेहूँअइ/गेहूंअइ,गेहूँए/गेहूंए/गेहूँऐ/गेहूंऐ/गेहूँअइ/गेहूंअइ,गेहूँए/गेहूंए/गेहूँऐ/गेहूंऐ/गेहूँअइ/गेहूंअइ,गेहुँने/गेहुंने/गेहुँनइ/गेहुंनइ/गेहुँनै/गेहुंनै
Noun_m_e,क्रोध,क्रोधे/क्रोधै/क्रोधइ,क्रोधे/क्रोधै/क्रोधइ,क्रोधे/क्रोधै/क्रोधइ,क्रोधे/क्रोधै/क्रोधइ
Noun_m_e,लकठो,लकठे/लकठइ/लकठै,लकठने/लकठोने/लकठनइ/लकठोनइ/लकठनै/लकठोनै,लकठे/लकठइ/लकठै,लकठने/लकठोने/लकठनइ/लकठोनइ/लकठनै/लकठोनै
Noun_m_e,सरसों,सरसोंएं/सरसोँएँ/सरसोंऐं/सरसोँऐँ/सरसोंअइं/सरसोँअइँ,सरसोंने/सरसोँनइ/सरसंनइ/सरसँनइ/सरसंनै/सरसँनै,सरसोंएं/सरसोँएँ/सरसोंऐं/सरसोँऐँ/सरसोंअइं/सरसोँअइँ,सरसोंने/सरसोँने/सरसंनइ/सरसँनइ/सरसंनै/सरसँनै
Noun_m_e,गोसाईं,गोसाईंए/गोसाईँए/गोसाईंअइं/गोसाईँअइँ/गोसाईंऐं/गोसाईँऐँ,गोसाईंए/गोसाईँए/गोसाईंअइं/गोसाईँअइँ/गोसाईंऐं/गोसाईँऐँ,गोसाईंए/गोसाईँए/गोसाईंअइं/गोसाईँअइँ/गोसाईंऐं/गोसाईँऐँ,गोसाईंअनइ/गोसाईँअनइ/गोसाईंअने/गोसाईँअने/गोसाईंअनै/गोसाईँअनै
Noun_m_e,सोनरा,सोनरे/सोनरइ/सोनरै,सोनरे/सोनरइ/सोनरै,सोनरे/सोनरइ/सोनरै,सोनरनइ/सोनरने/सोनरनै
Noun_m_e1,लड़िका,लड़िको/लड़िकौ/लड़िकउ,लड़िकनो/लड़िकनौ/लड़िकनउ,लड़िको/लड़िकौ/लड़िकउ,लड़िकनौ/लड़िकनो/लड़िकनउ
Noun_m_e1,राजा,राजो/राजौ/राजउ,राजो/राजौ/राजउ,राजो/राजौ/राजउ,राजनो/राजनौ/राजनउ
Noun_m_e1,घर,घरो/घरौ/घरउ,घरो/घरौ/घरउ,घरो/घरौ/घरउ,घरनो/घरनौ/घरनउ
Noun_m_e1,खर्च,खर्चो/खर्चौ/खर्चउ,खर्चो/खर्चौ/खर्चउ,खर्चो/खर्चौ/खर्चउ,खर्चनो/खर्चनौ/खर्चनउ
Noun_m_e1,कवि,कविओ/कविअउ/कविऔ,कविओ/कविअउ/कविऔ,कविओ/कविअउ/कविऔ,कविनो/कविनउ/कविनौ
Noun_m_e1,आदमी,आदमिओ/आदमिअउ/आदमिऔ,आदमिओ/आदमिअउ/आदमिऔ,आदमिओ/आदमिअउ/आदमिऔ,आदमिनउ/आदमिनो/आदमिनौ
Noun_m_e1,सत्रु,सत्रुओ/सत्रुअउ/सत्रुऔ,सत्रुओ/सत्रुअउ/सत्रुऔ,सत्रुओ/सत्रुअउ/सत्रुऔ,सत्रुनो/सत्रुनउ/सत्रुनौ
Noun_m_e1,आलू,आलुओ/आलुअउ/आलुऔ,आलुओ/आलुअउ/आलुऔ,आलुओ/आलुअउ/आलुऔ,आलुनउ/आलुनो/आलुनौ
Noun_m_e1,कुवाँ,कुवों/कुवौं/कुवउं/कुवोँ/कुवौँ/कुवउँ/कुओं/कुऔं/कुअंउ/कुओँ/कुऔँ/कुअँउ,कुवों/कुवौं/कुवउं/कुवोँ/कुवौँ/कुवउँ/कुओं/कुऔं/कुअंउ/कुओँ/कुऔँ/कुअँउ,कुवों/कुवौं/कुवउं/कुवोँ/कुवौँ/कुवउँ/कुओं/कुऔं/कुअंउ/कुओँ/कुऔँ/कुअँउ,कुवँनउ/कुवंनउ/कुंवनो/कुंवनौ/कुँवनो/कुँवनौ/कुअँनो/कुअंनो/कुअँनउ/कुअंनउ/कुअँनौ/कुअंनौ
Noun_m_e1,गेहूँ,गेहूँओ/गेहूंओ/गेहूँऔ/गेहूंऔ/गेहूँअउ/गेहूंअउ,गेहूँओ/गेहूंओ/गेहूँऔ/गेहूंऔ/गेहूँअउ/गेहूंअउ,गेहूँओ/गेहूंओ/गेहूँऔ/गेहूंऔ/गेहूँअउ/गेहूंअउ,गेहुँनो/गेहुंनो/गेहुँनउ/गेहुंनउ/गेहुँनौ/गेहुंनौ
Noun_m_e1,क्रोध,क्रोधो/क्रोधौ/क्रोधउ,क्रोधो/क्रोधौ/क्रोधउ,क्रोधो/क्रोधौ/क्रोधउ,क्रोधो/क्रोधौ/क्रोधउ
Noun_m_e1,लकठो,लकठो/लकठउ/लकठौ,लकठनो/लकठोनो/लकठनउ/लकठोनउ/लकठनौ/लकठोनौ,लकठो/लकठउ/लकठौ,लकठनो/लकठोनो/लकठनउ/लकठोनउ/लकठनौ/लकठोनौ
Noun_m_e1,सरसों,सरसोंओं/सरसोँओँ/सरसोंऔं/सरसोँऔँ/सरसोंअउं/सरसोँअउँ,सरसोंनो/सरसोँनउ/सरसंनउ/सरसँनउ/सरसंनौ/सरसँनौ,सरसोंओं/सरसोँओँ/सरसोंऔं/सरसोँऔँ/सरसोंअउं/सरसोँअउँ,सरसोंनो/सरसोँनो/सरसंनउ/सरसँनउ/सरसंनौ/सरसँनौ
